pleiades_uri,wikidata_uri,wikidata_label,wikidata_description,wikidata_coordinates,chronique_id,dare_id,geonames_id,gettytgn_id,idaigaz_id,loc_id,manto_id,nomisma_id,topostext_id,trismegistos_id,viaf_id,vici_id,wikipedia_en
https://pleiades.stoa.org/places/109176,http://www.wikidata.org/entity/Q753504,Morienval,"commune in Oise, France",Point(2.92 49.298055555),,,6438844,,,,,,,,244770672,,https://en.wikipedia.org/wiki/Morienval
https://pleiades.stoa.org/places/109177,http://www.wikidata.org/entity/Q250584,Morini,belgic tribe,,,,,,,sh85087276,,morini,,,,,https://en.wikipedia.org/wiki/Morini
https://pleiades.stoa.org/places/109179,http://www.wikidata.org/entity/Q688781,Mortsel,"municipality in Antwerp, Belgium",Point(4.456666666 51.170277777),,,2790677,7250100,,n84178659,,,,,152498236,,https://en.wikipedia.org/wiki/Mortsel
https://pleiades.stoa.org/places/109185,http://www.wikidata.org/entity/Q317433,Les Mureaux,"commune in Yvelines, France",Point(1.908333333 48.993055555),,,3000192,1034002,,n2004007183,,,,,159646688,,https://en.wikipedia.org/wiki/Les_Mureaux
https://pleiades.stoa.org/places/109186,http://www.wikidata.org/entity/Q657074,Mutterstadt,town in Germany,Point(8.356111111 49.441666666),,,6555250,,,n96076434,,,,,125654477,,https://en.wikipedia.org/wiki/Mutterstadt
https://pleiades.stoa.org/places/109189,http://www.wikidata.org/entity/Q1086477,Nanteuil-sur-Aisne,"commune in Ardennes, France",Point(4.3 49.512222222),,,6426037,,,,,,,,36144648254483092029,,https://en.wikipedia.org/wiki/Nanteuil-sur-Aisne
https://pleiades.stoa.org/places/109190,http://www.wikidata.org/entity/Q3336204,Nasium,human settlement in France,Point(5.386435 48.632819),,"18748,1994",,,,,,,486054UNas,,,,
https://pleiades.stoa.org/places/109192,http://www.wikidata.org/entity/Q1973682,Neckarau,"district of Mannheim, Baden-Württemberg, Germany",Point(8.490919444 49.453511111),,1370,,7134007,,,,,,35033,,,
https://pleiades.stoa.org/places/109194,http://www.wikidata.org/entity/Q131329,Arras,"commune in Pas-de-Calais, France",Point(2.78 50.289166666),,43,3036784,7008468,,n50003008,,,503028UNem,,128971390,,https://en.wikipedia.org/wiki/Arras
https://pleiades.stoa.org/places/109196,http://www.wikidata.org/entity/Q1216584,Nemetes,historical ethnical group,Point(7.5 49.5),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nemetes
https://pleiades.stoa.org/places/109200,http://www.wikidata.org/entity/Q567253,Neupotz,municipality of Germany,Point(8.319166666 49.117777777),,,6555017,,,nr94009013,,,,,128284006,,https://en.wikipedia.org/wiki/Neupotz
https://pleiades.stoa.org/places/109211,http://www.wikidata.org/entity/Q1916957,Nimy,"municipality section in Hainaut, Belgium",Point(3.9545894 50.4759358),,,2790120,1026639,,,,,,,,,https://en.wikipedia.org/wiki/Nimy
https://pleiades.stoa.org/places/109214,http://www.wikidata.org/entity/Q117231,Nöthen,"neighborhood in Bad Münstereifel, Germany",Point(6.721958333 50.548475),,,,,,,,,,,316388754,,
https://pleiades.stoa.org/places/109215,http://www.wikidata.org/entity/Q318196,Castra Novaesium,Roman fort,Point(6.72194 51.1839),,532,,,,,,,512067UNov,,,366,https://en.wikipedia.org/wiki/Novaesium
https://pleiades.stoa.org/places/109218,http://www.wikidata.org/entity/Q49831,Noyon,"commune in Oise, France",Point(2.998888888 49.581111111),,47,2989877,,,n84222896,,,496030UNov,,141324335,,https://en.wikipedia.org/wiki/Noyon
https://pleiades.stoa.org/places/109219,http://www.wikidata.org/entity/Q1000244,Novion-Porcien,"commune in Ardennes, France",Point(4.423611111 49.600277777),,,6426047,1034705,,,,,,,5266156317464102350000,,https://en.wikipedia.org/wiki/Novion-Porcien
https://pleiades.stoa.org/places/109220,http://www.wikidata.org/entity/Q669933,Nijon,"former commune in Haute-Marne, France",Point(5.640833333 48.192777777),,,6436270,,,,,,,,149256720,,https://en.wikipedia.org/wiki/Nijon
https://pleiades.stoa.org/places/109225,http://www.wikidata.org/entity/Q663446,Noyen-sur-Seine,"commune in Seine-et-Marne, France",Point(3.349166666 48.4525),,,"6443778,2989889",,,,,,,,24144648172876834096,,https://en.wikipedia.org/wiki/Noyen-sur-Seine
https://pleiades.stoa.org/places/109234,http://www.wikidata.org/entity/Q1139335,Ouarville,"commune in Eure-et-Loir, France",Point(1.773888888 48.354166666),,,6430837,1034769,,,,,,,237035396,,https://en.wikipedia.org/wiki/Ouarville
https://pleiades.stoa.org/places/109235,http://www.wikidata.org/entity/Q835128,Oudenburg,"city in West Flanders, Belgium",Point(3.0 51.183333333),,,2789520,1026663,,n90619972,,,,,134998290,,https://en.wikipedia.org/wiki/Oudenburg
https://pleiades.stoa.org/places/109238,http://www.wikidata.org/entity/Q964989,Paemani,germanic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Paemani
https://pleiades.stoa.org/places/109243,http://www.wikidata.org/entity/Q1456593,Pécy,"commune in Seine-et-Marne, France",Point(3.078611111 48.655833333),,,6443790,,,,,,,,,,https://en.wikipedia.org/wiki/P%C3%A9cy
https://pleiades.stoa.org/places/109244,http://www.wikidata.org/entity/Q653374,Pelm,municipality of Germany,Point(6.691111111 50.233611111),,,6554658,,,,,,,,4086147270555335700000,,https://en.wikipedia.org/wiki/Pelm
https://pleiades.stoa.org/places/109248,http://www.wikidata.org/entity/Q1378579,Pithiviers-le-Vieil,"commune in Loiret, France",Point(2.209166666 48.1625),,,6434690,,,,,,,,243190972,,https://en.wikipedia.org/wiki/Pithiviers-le-Vieil
https://pleiades.stoa.org/places/109250,http://www.wikidata.org/entity/Q1337799,Plailly,"commune in Oise, France",Point(2.583611111 49.103333333),,,2986965,1034872,,,,,,,243190597,,https://en.wikipedia.org/wiki/Plailly
https://pleiades.stoa.org/places/109251,http://www.wikidata.org/entity/Q2351222,Ploegsteert,"section of Comines-Warneton, Wallonia, Belgium",Point(2.88 50.7258),,,2788854,1026679,,,,,,,309653864,,https://en.wikipedia.org/wiki/Ploegsteert
https://pleiades.stoa.org/places/109254,http://www.wikidata.org/entity/Q22544,Sarrebourg,"French commune in Moselle, Lorraine, Grand Est",Point(7.053888888 48.734722222),,,2975967,,,n80158602,,,,,146070045,,https://en.wikipedia.org/wiki/Sarrebourg
https://pleiades.stoa.org/places/109257,http://www.wikidata.org/entity/Q1100346,Pont-sur-Sambre,"commune in Nord, France",Point(3.847222222 50.223888888),,,2986095,,,n99008807,,,,,137389130,,https://en.wikipedia.org/wiki/Pont-sur-Sambre
https://pleiades.stoa.org/places/109259,http://www.wikidata.org/entity/Q588400,Port-le-Grand,"commune in Somme, France",Point(1.748333333 50.151388888),,,6444678,,,,,,,,,,https://en.wikipedia.org/wiki/Port-le-Grand
https://pleiades.stoa.org/places/109274,http://www.wikidata.org/entity/Q21298,Reichshoffen,"commune in Bas-Rhin, France",Point(7.666111111 48.934444444),,,2984136,,,,,,,,236995842,,https://en.wikipedia.org/wiki/Reichshoffen
https://pleiades.stoa.org/places/109286,http://www.wikidata.org/entity/Q711970,Ronssoy,"commune in Somme, France",Point(3.159722222 49.981944444),,,6444711,,,,,,,,,,https://en.wikipedia.org/wiki/Ronssoy
https://pleiades.stoa.org/places/109291,http://www.wikidata.org/entity/Q1099846,Les Rues-des-Vignes,"commune in Nord, France",Point(3.239444444 50.094722222),,,6456237,,,no2010102504,,,,,129425570,,https://en.wikipedia.org/wiki/Les_Rues-des-Vignes
https://pleiades.stoa.org/places/109292,http://www.wikidata.org/entity/Q943446,Rumst,"municipality in Antwerp, Belgium",Point(4.4233 51.0769),,,2787522,1026707,,n85137108,,,,24444,168000632,,https://en.wikipedia.org/wiki/Rumst
https://pleiades.stoa.org/places/109302,http://www.wikidata.org/entity/Q1068594,Sains-du-Nord,"commune in Nord, France",Point(4.01 50.093611111),,,2981943,1035218,,n91037123,,,,24383,157240075,,https://en.wikipedia.org/wiki/Sains-du-Nord
https://pleiades.stoa.org/places/109303,http://www.wikidata.org/entity/Q1337294,Emilianus-Stollen,mine in Germany,Point(6.6798 49.3302),,17768,,,,,,,,,,,https://en.wikipedia.org/wiki/Emilianus-Stollen
https://pleiades.stoa.org/places/109307,http://www.wikidata.org/entity/Q34427,Saint-Dié-des-Vosges,"commune in Vosges, France",Point(6.949166666 48.284166666),,219,2980827,,,n50057407,,,,24384,141862780,,https://en.wikipedia.org/wiki/Saint-Di%C3%A9-des-Vosges
https://pleiades.stoa.org/places/109320,http://www.wikidata.org/entity/Q37646,River Somme,"river in Picardy, France",Point(1.4976 50.2197),,43895,2974308,,,sh89001856,,,,,5745148574359324430002,,https://en.wikipedia.org/wiki/Somme_(river)
https://pleiades.stoa.org/places/109327,http://www.wikidata.org/entity/Q1159365,Savonnières-en-Perthois,"commune in Meuse, France",Point(5.132222222 48.605277777),,,6612642,,,,,,,,3796147425857345040009,,https://en.wikipedia.org/wiki/Savonni%C3%A8res-en-Perthois
https://pleiades.stoa.org/places/109331,http://www.wikidata.org/entity/Q1226232,Sceaux-sur-Huisne,"commune in Sarthe, France",Point(0.583333333 48.104722222),,,2975465,,,,,,,,,,https://en.wikipedia.org/wiki/Sceaux-sur-Huisne
https://pleiades.stoa.org/places/109334,http://www.wikidata.org/entity/Q630627,Seclin,"commune in Nord, France",Point(3.029444444 50.548333333),,,2975361,1035674,,,,,,,239596969,,https://en.wikipedia.org/wiki/Seclin
https://pleiades.stoa.org/places/109339,http://www.wikidata.org/entity/Q1461215,Septeuil,"commune in Yvelines, France",Point(1.681388888 48.8925),,16270,2975019,1035700,,,,,,,,,https://en.wikipedia.org/wiki/Septeuil
https://pleiades.stoa.org/places/109340,http://www.wikidata.org/entity/Q1219955,Sept-Saulx,"commune in Marne, France",Point(4.253333333 49.149166666),,,6436016,,,,,,,,,,https://en.wikipedia.org/wiki/Sept-Saulx
https://pleiades.stoa.org/places/109342,http://www.wikidata.org/entity/Q656819,Serrig,municipality of Germany,Point(6.573333333 49.574722222),,,6554794,,,n2005007574,,,,,130392757,,https://en.wikipedia.org/wiki/Serrig
https://pleiades.stoa.org/places/109344,http://www.wikidata.org/entity/Q818593,Siesbach,municipality of Germany,Point(7.238888888 49.732777777),,,6553643,,,,,,,,240370130,,https://en.wikipedia.org/wiki/Siesbach
https://pleiades.stoa.org/places/109346,http://www.wikidata.org/entity/Q846247,Sinceny,"commune in Aisne, France",Point(3.246666666 49.596111111),,,6425243,,,,,,,,244356140,,https://en.wikipedia.org/wiki/Sinceny
https://pleiades.stoa.org/places/109350,http://www.wikidata.org/entity/Q641705,Souzy,"commune in Rhône, France",Point(4.448611111 45.705555555),,,6441743,,,,,,,,134699909,,https://en.wikipedia.org/wiki/Souzy
https://pleiades.stoa.org/places/109358,http://www.wikidata.org/entity/Q469802,Sunici,ancient Celtic people,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Sunici
https://pleiades.stoa.org/places/109363,http://www.wikidata.org/entity/Q1947818,Taintignies,"section of Rumes, Belgium",Point(3.3431 50.5508),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109367,http://www.wikidata.org/entity/Q158884,Taunus,low mountain range in Germany,Point(8.45 50.23333333),,43803,2823801,,,sh85132785,,,,,238996438,,https://en.wikipedia.org/wiki/Taunus
https://pleiades.stoa.org/places/109369,http://www.wikidata.org/entity/Q3100436,Taviers,"section of Éghezée, Belgium",Point(4.91666667 50.61666667),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109371,http://www.wikidata.org/entity/Q1143734,Tencteri,ancient tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tencteri
https://pleiades.stoa.org/places/109375,http://www.wikidata.org/entity/Q711079,Theux,"municipality in Wallonia, Belgium",Point(5.81342 50.53494),,,2785594,,,n91011525,,,,24461,"8743152502784610800009,129139481",,https://en.wikipedia.org/wiki/Theux
https://pleiades.stoa.org/places/109376,http://www.wikidata.org/entity/Q1623960,Le Thillay,"commune in Val-d'Oise, France",Point(2.470833333 49.004722222),,,6456641,1033941,,,,,,,136045412,,https://en.wikipedia.org/wiki/Le_Thillay
https://pleiades.stoa.org/places/109379,http://www.wikidata.org/entity/Q456550,Tienen,"municipality in Flemish Brabant, Belgium",Point(4.93717 50.80748),,,2785471,7008014,,n80045961,,,,24450,125485469,,https://en.wikipedia.org/wiki/Tienen
https://pleiades.stoa.org/places/109380,http://www.wikidata.org/entity/Q1026215,Tintange,"section of Fauvillers, Belgium",Point(5.751816666 49.8787),,,2785425,,,,,,,,,,https://en.wikipedia.org/wiki/Tintange
https://pleiades.stoa.org/places/109384,http://www.wikidata.org/entity/Q1839884,Tourinnes-Saint-Lambert,"section of Walhain, Wallonia, Belgium",Point(4.7208 50.64),,,,,,n81029496,,,,,134874140,,
https://pleiades.stoa.org/places/109385,http://www.wikidata.org/entity/Q2218961,Texandrians,germanic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Texandri
https://pleiades.stoa.org/places/109387,http://www.wikidata.org/entity/Q2287338,Treignes,"section of Viroinval, Wallonia, Belgium",Point(4.6692 50.0925),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109398,http://www.wikidata.org/entity/Q2148285,Tornacum Nerviorum,Latin name of Tournay,,,40,,,,,,,506034UTur,,,,
https://pleiades.stoa.org/places/109404,http://www.wikidata.org/entity/Q527982,Umkirch,"municipality in Baden-Württemberg, Germany",Point(7.763611111 48.032777777),,,6555762,,2045526,n85278458,,,,,123227730,,https://en.wikipedia.org/wiki/Umkirch
https://pleiades.stoa.org/places/109405,http://www.wikidata.org/entity/Q1517050,Usipi,ancient germanic population,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Usipetes
https://pleiades.stoa.org/places/109410,http://www.wikidata.org/entity/Q254784,Vangiones,tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Vangiones
https://pleiades.stoa.org/places/109411,http://www.wikidata.org/entity/Q151336,Varnenum,,Point(6.19361 50.7297),,20821,,,2733177,,,,,,,,
https://pleiades.stoa.org/places/109412,http://www.wikidata.org/entity/Q370347,Veliocasses,belgic-Gallic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Veliocasses
https://pleiades.stoa.org/places/109414,http://www.wikidata.org/entity/Q973570,Vendeuil-Caply,"commune in Oise, France",Point(2.289166666 49.6075),,,2970123,,,,,,,,307318714,,https://en.wikipedia.org/wiki/Vendeuil-Caply
https://pleiades.stoa.org/places/109415,http://www.wikidata.org/entity/Q596537,Vendresse,"commune in Ardennes, France",Point(4.793888888 49.603888888),,,2970101,,,,,,,,,,https://en.wikipedia.org/wiki/Vendresse
https://pleiades.stoa.org/places/109417,http://www.wikidata.org/entity/Q1138962,Ver-lès-Chartres,"commune in Eure-et-Loir, France",Point(1.478333333 48.385277777),,,6616342,,,,,,,,,,https://en.wikipedia.org/wiki/Ver-l%C3%A8s-Chartres
https://pleiades.stoa.org/places/109418,http://www.wikidata.org/entity/Q1389275,Verneuil-en-Halatte,"commune in Oise, France",Point(2.522222222 49.276388888),,,2969806,,,no2007140912,,,,,237468187,,https://en.wikipedia.org/wiki/Verneuil-en-Halatte
https://pleiades.stoa.org/places/109423,http://www.wikidata.org/entity/Q21556458,Vicus Augustanus,"settlement in Trebur, Germany",Point(8.409495 49.924327),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109432,http://www.wikidata.org/entity/Q925713,Villers-sous-Ailly,"commune in Somme, France",Point(2.016666666 50.061666666),,,6444802,,,,,,,,,,https://en.wikipedia.org/wiki/Villers-sous-Ailly
https://pleiades.stoa.org/places/109433,http://www.wikidata.org/entity/Q1331922,Villers-Saint-Frambourg,"commune in Oise, France",Point(2.639166666 49.255277777),,,2968351,,,,,,,,,,https://en.wikipedia.org/wiki/Villers-Saint-Frambourg
https://pleiades.stoa.org/places/109442,http://www.wikidata.org/entity/Q9770,Voerendaal,municipality in the Netherlands,Point(5.9167 50.8833),,,2745368,,,,,,,,,,https://en.wikipedia.org/wiki/Voerendaal
https://pleiades.stoa.org/places/109447,http://www.wikidata.org/entity/Q587906,Waasmunster,"municipality in East Flanders, Belgium",Point(4.084357286 51.109772651),,,2784232,1026791,,n81066404,,,,,"157154981779867741507,140728376,103154981789467740800",,https://en.wikipedia.org/wiki/Waasmunster
https://pleiades.stoa.org/places/109450,http://www.wikidata.org/entity/Q504457,Waghäusel,municipality in Germany,Point(8.516944444 49.25),,,6558038,,,n85189053,,,,,134935955,,https://en.wikipedia.org/wiki/Wagh%C3%A4usel
https://pleiades.stoa.org/places/109451,http://www.wikidata.org/entity/Q1950137,Wancennes,"section of Beauraing, Wallonia, Belgium",Point(4.9603 50.0889),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109453,http://www.wikidata.org/entity/Q1246606,Lamotte-Warfusée,"commune in Somme, France",Point(2.595555555 49.871388888),,,3008006,,,,,,,,,,https://en.wikipedia.org/wiki/Lamotte-Warfus%C3%A9e
https://pleiades.stoa.org/places/109454,http://www.wikidata.org/entity/Q1026497,Wasserbillig,town,Point(6.5 49.716666666),,,2960007,,,nr90004189,,,,,150531498,,https://en.wikipedia.org/wiki/Wasserbillig
https://pleiades.stoa.org/places/109455,http://www.wikidata.org/entity/Q541616,Weißenthurm,municipality of Germany,Point(7.460555555 50.414444444),,,6557871,,,n91007186,,,,,150230739,,https://en.wikipedia.org/wiki/Wei%C3%9Fenthurm
https://pleiades.stoa.org/places/109457,http://www.wikidata.org/entity/Q498639,Wenduine,"section of De Haan, Belgium",Point(3.0825 51.2981),,,2783854,1026804,,n81011946,,,,,157111745,,https://en.wikipedia.org/wiki/Wenduine
https://pleiades.stoa.org/places/109458,http://www.wikidata.org/entity/Q1020467,Büderich,"borough of Wesel, Germany",Point(6.58056 51.6322),,,,1038288,,,,,,,,,
https://pleiades.stoa.org/places/109468,http://www.wikidata.org/entity/Q103163423,Haute-Yutz (Samian Ware Discovery Site),Haute-Yutz as Samian Ware discovery site,Point(6.199999 49.349998),,,,,,,,,,,,,
https://pleiades.stoa.org/places/1101,http://www.wikidata.org/entity/Q21188966,Lusitania,,,,,,,,,,,390-83RLus,,,,
https://pleiades.stoa.org/places/114770,http://www.wikidata.org/entity/Q11909950,Bratuspantium,ancient city of Gaul,,,,,,,,,,49520UBra,,,,
https://pleiades.stoa.org/places/114795,http://www.wikidata.org/entity/Q3432953,Riobé,,Point(3.11167 48.58806),,19988,,,,,,,,,,,
https://pleiades.stoa.org/places/118537,http://www.wikidata.org/entity/Q3951,Aalen,former Free Imperial City located in the eastern part of the German state of Baden-Württemberg,Point(10.093611111 48.837222222),,,2959927,,2045956,n82156259,,,,20052,133719470,,https://en.wikipedia.org/wiki/Aalen
https://pleiades.stoa.org/places/118543,http://www.wikidata.org/entity/Q1295789,Castra of Eferding,Roman castrum in Austria,Point(14.033333 48.316667),,10778,2780394,,,,,,,,,7289,
https://pleiades.stoa.org/places/118548,http://www.wikidata.org/entity/Q396547,Agri Decumates,Region of the Roman Empire,Point(8.3 48.2),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Agri_Decumates
