pleiades	item	itemLabel	itemDescription	coordinates	chronique_ids	dare_ids	geonames_ids	gettytgn_ids	idaigaz_ids	loc_ids	manto_ids	nomisma_ids	topostext_ids	trismegistos_ids	viaf_ids	vici_ids	wikipedia_en
821182910	http://www.wikidata.org/entity/Q28978014	Casinum amphitheatre	Roman amphitheatre in Cassino, Italy	Point(13.824 41.483)		24270	11856975									4216	
821658053	http://www.wikidata.org/entity/Q2979451	Clivus Suburanus	street in Rome, Italy														https://en.wikipedia.org/wiki/Clivus_Suburanus
822068560	http://www.wikidata.org/entity/Q130489489	Q130489489		Point(12.843599 41.689938)												63867	
822279249	http://www.wikidata.org/entity/Q22959726	Villa gallo-romaine de Saint-Ulrich		Point(7.01719 48.75802)													
822279250	http://www.wikidata.org/entity/Q111695889	Donon Temple	temple located in Bas-Rhin, in France	Point(7.164393884 48.512476205)													
82240558	http://www.wikidata.org/entity/Q6386457	Kelsborrow Castle	Iron Age hillfort in Cheshire, England, UK	Point(-2.7026 53.2027)												35223	https://en.wikipedia.org/wiki/Kelsborrow_Castle
82240558	http://www.wikidata.org/entity/Q6386457	Kelsborrow Castle	Iron Age hillfort in Cheshire, England, UK	Point(-2.70278 53.2027)												35223	https://en.wikipedia.org/wiki/Kelsborrow_Castle
82240559	http://www.wikidata.org/entity/Q6735359	Maiden Castle	hillfort in Cheshire West and Chester, Cheshire, England, UK	Point(-2.7511 53.0708)													https://en.wikipedia.org/wiki/Maiden_Castle,_Cheshire
82297	http://www.wikidata.org/entity/Q7141415	Parys Mountain	hill (147m) on Anglesey	Point(-4.343211 53.388674)		40808	2640586			sh2004004539					315529455		https://en.wikipedia.org/wiki/Parys_Mountain
823121346	http://www.wikidata.org/entity/Q679665	Temple of Mars Ultor	Roman temple of the Corinthian order vowed by Octavian in 42 BCE and completed in 2 BCE, centerpiece of the Forum of Augustus	Point(12.486844 41.894283)									419125SMUl	43987	239083114		https://en.wikipedia.org/wiki/Temple_of_Mars_Ultor
823168612	http://www.wikidata.org/entity/Q13429354	Amphitheatre of Oudna	Roman amphitheatre in Tunisia	Point(10.169219 36.608603)		24060										4339	
823499277	http://www.wikidata.org/entity/Q16932293	Billingsgate Roman House and Baths	thermae in City of London, England, UK	Point(-0.0832911 51.5094)													https://en.wikipedia.org/wiki/Billingsgate_Roman_House_and_Baths
823615780	http://www.wikidata.org/entity/Q29002300	Chemtou amphitheatre	Roman amphitheatre in Tunisia	Point(8.580462 36.490451)												4323	
823615780	http://www.wikidata.org/entity/Q29002300	Chemtou amphitheatre	Roman amphitheatre in Tunisia	Point(8.58 36.49)												4323	
823633465	http://www.wikidata.org/entity/Q2444564	Tower of Saint Joseph	cultural property in Villajoyosa, Spain	Point(-0.19707 38.51633)		39981,41879											
823844103	http://www.wikidata.org/entity/Q3993549	Tor Boacciana	Medieval tower at Rome	Point(12.2778 41.7526)													
82387925	http://www.wikidata.org/entity/Q2164939	Trypillia	village in Obukhiv Raion, Kyiv Oblast, Ukraine	Point(30.776388888 50.115)			691305										https://en.wikipedia.org/wiki/Trypillia
824486497	http://www.wikidata.org/entity/Q125810729	Defensive walls	city walls in Pompeii, Italy	Point(14.488341839 40.750975946)													
82519025	http://www.wikidata.org/entity/Q933249	Dere Street	Roman road that ran from York to the Antonine Wall	Point(-2.06543 55.0566)						sh2009008364							https://en.wikipedia.org/wiki/Dere_Street
825219	http://www.wikidata.org/entity/Q4084052	Berda	river in Ukraine	Point(36.899403 46.810964)			712460										
825219	http://www.wikidata.org/entity/Q4084052	Berda	river in Ukraine	Point(36.886944444 46.796111111)			712460										
825219	http://www.wikidata.org/entity/Q4084052	Berda	river in Ukraine	Point(36.49305556 47.22916667)			712460										
825219	http://www.wikidata.org/entity/Q4084052	Berda	river in Ukraine	Point(36.484908333 47.231225)			712460										
825273	http://www.wikidata.org/entity/Q82308	Kuban	river in Russia, in the North Caucasus region	Point(42.0961 43.4611)			540069										https://en.wikipedia.org/wiki/Kuban_(river)
825273	http://www.wikidata.org/entity/Q82308	Kuban	river in Russia, in the North Caucasus region	Point(37.4031 45.3392)			540069										https://en.wikipedia.org/wiki/Kuban_(river)
825318	http://www.wikidata.org/entity/Q35000	Sea of Azov	sea on the south of Eastern Europe	Point(37.0 46.0)			713066	1112246	2069977	sh85010667	9746404		460370WMai	12371	916144783190109830229		https://en.wikipedia.org/wiki/Sea_of_Azov
825333700	http://www.wikidata.org/entity/Q272699	Çavuştepe	fortification	Point(43.46111111 38.35297222)			6987233										https://en.wikipedia.org/wiki/%C3%87avu%C5%9Ftepe
825397	http://www.wikidata.org/entity/Q1153416	Tanais	ancient Greek city in the Don river delta, Russia	Point(39.341389 47.270556)		22023	8143962						473393WTan	11899			https://en.wikipedia.org/wiki/Tanais
825398	http://www.wikidata.org/entity/Q1229	Don	Russian river, fifth-longest river in Europe	Point(38.2778 54.0122)			565361								147646365		https://en.wikipedia.org/wiki/Don_(river)
825398	http://www.wikidata.org/entity/Q1229	Don	Russian river, fifth-longest river in Europe	Point(39.2386 47.0864)			565361								147646365		https://en.wikipedia.org/wiki/Don_(river)
825426	http://www.wikidata.org/entity/Q4174801	Yelizavetinskaya	human settlement in Krasnodar Municipality, Krasnodar Krai, Russia	Point(38.792777777 45.048055555)			467854										
825426	http://www.wikidata.org/entity/Q4174801	Yelizavetinskaya	human settlement in Krasnodar Municipality, Krasnodar Krai, Russia	Point(38.79491 45.04616)			467854										
825677263	http://www.wikidata.org/entity/Q24660983	Silchester Amphitheatre	Roman amphitheatre in Silchester	Point(-1.07528 51.35885)		24099	6286335									4147	
825838273	http://www.wikidata.org/entity/Q1882599	Macellum of Pompeii	mall at the forum of Pompeii	Point(14.484728 40.750077)						sh00008539							https://en.wikipedia.org/wiki/Macellum_of_Pompeii
825912337	http://www.wikidata.org/entity/Q848394	Lateran Palace	ancient palace in Rome	Point(12.505277777 41.886666666)			8378878								160263525		https://en.wikipedia.org/wiki/Lateran_Palace
825969667	http://www.wikidata.org/entity/Q576929	Temple of Hercules Victor	The Temple of Hercules Victor or Hercules Olivarius is a Roman temple in Piazza Bocca della Verità, in the area of the Forum Boarium close to the Tiber in Rome, Italy	Point(12.48075 41.88873)			11979178						419125SHrc		253022269	15006	https://en.wikipedia.org/wiki/Temple_of_Hercules_Victor
826210678	http://www.wikidata.org/entity/Q3395318	Great Orme	hill (207.1m) in Conwy County Borough, Wales	Point(-3.855555555 53.333333333)		40807	2648046			sh96008785					315136813		https://en.wikipedia.org/wiki/Great_Orme
826462996	http://www.wikidata.org/entity/Q97326239	Edificio dei Triclini a Moregine															
82696741	http://www.wikidata.org/entity/Q475005	Amphitheater of Vindonissa	Roman amphitheatre in Windisch, Switzerland, used for opera performances and various events in modern times	Point(8.2136 47.4763)		20266										4307	
826967496	http://www.wikidata.org/entity/Q2844410	Roman amphitheatre of Lecce	Roman amphitheatre in Lecce, Italy	Point(18.172571 40.353294)		23950										4240	
826976465	http://www.wikidata.org/entity/Q991637	Ta' Ħaġrat	UNESCO World Heritage Site	Point(14.368563 35.918551)			2562448										https://en.wikipedia.org/wiki/Ta%27_%C4%A6a%C4%A1rat_Temples
827074678	http://www.wikidata.org/entity/Q28978023	Falerii Novi amphitheatre	Roman amphitheatre in Fabrica di Roma, Italy	Point(12.361 42.303)												4224	
827492392	http://www.wikidata.org/entity/Q1509102	Arch of Trajan	Arch of Roman emperor Trajan in Ancona (Italy)	Point(13.5065 43.62527778)											312668968		https://en.wikipedia.org/wiki/Arch_of_Trajan_(Ancona)
828244	http://www.wikidata.org/entity/Q21556404	Asampatae		Point(39.435637 47.202125)													
828428388	http://www.wikidata.org/entity/Q28978086	Telesia amphitheatre	Roman amphitheatre in Telese Terme, Italy	Point(14.501 41.224)		24322										4267	
828895928	http://www.wikidata.org/entity/Q2911154	milliarium in Caveirac (Gard, France)		Point(4.260833333 43.825833333)		14127											
828989863	http://www.wikidata.org/entity/Q53556453	Sanctuary of Aphrodite	ancient sanctuary at Kouklia, Cyprus	Point(32.574158333 34.707283333)		22724							353335SAph,348326SAPa				https://en.wikipedia.org/wiki/Sanctuary_of_Aphrodite_Paphia
829122898	http://www.wikidata.org/entity/Q3621793	Arch of Trajan	Ancient Roman triumphal arch	Point(16.046255 41.227495)		42597											https://en.wikipedia.org/wiki/Arch_of_Trajan_(Canosa)
829196251	http://www.wikidata.org/entity/Q3982091	Little Theatre of Pompeii	ancient Roman odeion in Pompei, Italy	Point(14.488987 40.748854)		23964											https://en.wikipedia.org/wiki/Teatrum_tectum
829403642	http://www.wikidata.org/entity/Q2911170	Borne milliaire de Solaize		Point(4.837501 45.641134)		14092											
82945977	http://www.wikidata.org/entity/Q17675124	Pilsdon Pen hillfort and associated remains	hillfort in Dorset, England, UK	Point(-2.83492 50.8081)			6285912										
83003523	http://www.wikidata.org/entity/Q42762123	House of the Masks	ancient Roman house in Tunisia	Point(10.636618 35.817178)													
830595307	http://www.wikidata.org/entity/Q161685	Gallese	Italian comune	Point(12.399722222 42.374444444)			6539973								238126891		https://en.wikipedia.org/wiki/Gallese
830927276	http://www.wikidata.org/entity/Q12877842	walls of Themistocles	5th c. BCE city walls in Athens														https://en.wikipedia.org/wiki/Themistoclean_Wall
831377672	http://www.wikidata.org/entity/Q183303	Jalalabad	city in Nangarhar Province, Afghanistan	Point(70.452777777 34.430277777)			1139715			n85307660					156013356		https://en.wikipedia.org/wiki/Jalalabad
832104041	http://www.wikidata.org/entity/Q94273600	Acropolis of Cumae	The Acropolis of the Greek and Roman settlement of Cumae in Campania, Italy	Point(14.054 40.849)													
832198698	http://www.wikidata.org/entity/Q745797	Odeon of Agrippa	odeon in the Ancient Agora of Athens	Point(23.723166666 37.975138888)		24184							380237BOAg		316597816	17746	https://en.wikipedia.org/wiki/Odeon_of_Agrippa
832240145	http://www.wikidata.org/entity/Q58137395	Housesteads Mithraeum	Mithraic shrine at Housesteads	Point(-2.329043 55.010302)													
832282346	http://www.wikidata.org/entity/Q122200644	Nuraghe Santa Barbara	A nuragic site located on Monte Manai in Sardinia.; 2nd-millenium-bce	Point(8.659055 40.267214)													
832282346	http://www.wikidata.org/entity/Q122200644	Nuraghe Santa Barbara	A nuragic site located on Monte Manai in Sardinia.; 2nd-millenium-bce	Point(8.6590471 40.2671794)													
833129569	http://www.wikidata.org/entity/Q183562	Umayyad Mosque	mosque in Syria	Point(36.306666666 33.511388888)		21085	7642376			nr90002827					140093358		https://en.wikipedia.org/wiki/Umayyad_Mosque
834171137	http://www.wikidata.org/entity/Q124218142	Domus and Mitreo delle Pareti Dipinte		Point(12.2864326 41.7533623)												27413	
834171137	http://www.wikidata.org/entity/Q124218142	Domus and Mitreo delle Pareti Dipinte		Point(12.2865 41.753)												27413	
83424586	http://www.wikidata.org/entity/Q4786183	Oued Ksob	river in Morocco	Point(-9.7715 31.4899)			2543929										https://en.wikipedia.org/wiki/Oued_Ksob
83424586	http://www.wikidata.org/entity/Q4786183	Oued Ksob	river in Morocco	Point(-9.733333333 31.466666666)			2543929										https://en.wikipedia.org/wiki/Oued_Ksob
834296	http://www.wikidata.org/entity/Q626	Volga	river in Russia; the longest river in Europe	Point(47.8975 45.695)			472776		2069293	sh85144286					244994202,1148933330454300478		https://en.wikipedia.org/wiki/Volga
834296	http://www.wikidata.org/entity/Q626	Volga	river in Russia; the longest river in Europe	Point(32.467965694 57.251331194)			472776		2069293	sh85144286					244994202,1148933330454300478		https://en.wikipedia.org/wiki/Volga
834300	http://www.wikidata.org/entity/Q11774548	Serboi	historical Sarmatian / Alanian ethnic group in the Caucasus	Point(47.5 46.5)													https://en.wikipedia.org/wiki/Serboi
834603595	http://www.wikidata.org/entity/Q677333	Danebury Hill Camp	hillfort in Hampshire, England, UK	Point(-1.5397 51.1368)		26240	2651527										https://en.wikipedia.org/wiki/Danebury
834766850	http://www.wikidata.org/entity/Q661855	Avebury	Neolithic henge monument in Wiltshire, England, UK	Point(-1.854166666 51.428611111)			8739717	1099708		n83151872					137244800		https://en.wikipedia.org/wiki/Avebury
834862588	http://www.wikidata.org/entity/Q322287	Diocletian's Palace	ancient palace built for the Roman emperor Diocletian	Point(16.438333333 43.508055555)		10938				sh86005628			435164BDiP		312929075	7854	https://en.wikipedia.org/wiki/Diocletian%27s_Palace
834862589	http://www.wikidata.org/entity/Q1650229	Church of Panagia Chalkeon	Orthodox church in Thessaloniki Municipality, Greece	Point(22.943665 40.63679)						nr88007650					4050147312825937970009		https://en.wikipedia.org/wiki/Church_of_Panagia_Chalkeon
834876934	http://www.wikidata.org/entity/Q1146645	Via Domitia	Roman road linking Italy and Hispania through Gallia Narbonensis	Point(4.151944 43.717222)													https://en.wikipedia.org/wiki/Via_Domitia
83493702	http://www.wikidata.org/entity/Q124616488	Sanctuary of Athena at Kardamyle	Ancient place in Lakonia attested by Pausanias (3.26.7)	Point(22.2376 36.8848)													
835084118	http://www.wikidata.org/entity/Q21208463	Anfiteatro Fausto	Roman amphitheatre in Terni, Italy	Point(12.643599232 42.559705558)		23987										4232	
835093310	http://www.wikidata.org/entity/Q3522747	Group of monuments at Mahabalipuram	UNESCO world heritage site at Mahabalipuram, Tamil Nadu, India	Point(80.191666666 12.616666666)													https://en.wikipedia.org/wiki/Group_of_Monuments_at_Mahabalipuram
835247251	http://www.wikidata.org/entity/Q92967592	Nuraghe Bruncu Maduli		Point(8.997916666 39.731111111)													
835369289	http://www.wikidata.org/entity/Q43473	Angkor Wat	Hindu/Buddhist temple complex in Cambodia	Point(103.866666666 13.4125)			1831948			sh91005313					152756614		https://en.wikipedia.org/wiki/Angkor_Wat
835775076	http://www.wikidata.org/entity/Q3879892	nuraghe Serbissi	10th-18th Century Italian nuragic complex	Point(9.461111111 39.845)													https://en.wikipedia.org/wiki/Nuraghe_Serbissi
835775077	http://www.wikidata.org/entity/Q1634579	Malchittu nuragic temple		Point(9.41 41.075)													
835780234	http://www.wikidata.org/entity/Q260398	Carrowmore	Megalithic cemetery in County Sligo, Ireland	Point(-8.51916667 54.25086111)													https://en.wikipedia.org/wiki/Carrowmore
835787596	http://www.wikidata.org/entity/Q2001444	Tumuli of Libersart		Point(4.72158 50.6552)													
835948519	http://www.wikidata.org/entity/Q4010741	Via Severiana	ancient Roman road in central Italy leading from Latium to Campania, running southeast from Ostia to Terracina											44910			https://en.wikipedia.org/wiki/Via_Severiana
835972236	http://www.wikidata.org/entity/Q16612568	theatre of Herculaneum	ancient Roman theatre in Ercolano, Italy	Point(14.347611111 40.808333333)													
836029916	http://www.wikidata.org/entity/Q27686456	House of the Prince of Naples	Roman townhouse in Pompeii	Point(14.4843524 40.7526256)											235942174		https://en.wikipedia.org/wiki/House_of_the_Prince_of_Naples
836029917	http://www.wikidata.org/entity/Q27070418	Casa dei Quadretti Teatrali	ruin in Pompei	Point(14.488992741 40.750207787)													
836423101	http://www.wikidata.org/entity/Q24262437	Tomb of Lison and Kallikles	Macedonian tomb at Lefkadia near Naousa	Point(22.127608 40.652568)									407221GLaK				https://en.wikipedia.org/wiki/Tomb_of_Lyson_and_Kallikles
836423101	http://www.wikidata.org/entity/Q24262437	Tomb of Lison and Kallikles	Macedonian tomb at Lefkadia near Naousa	Point(22.127777777 40.6525)									407221GLaK				https://en.wikipedia.org/wiki/Tomb_of_Lyson_and_Kallikles
836684868	http://www.wikidata.org/entity/Q944217	Preah Khan	Angkor temple (Cambodia)	Point(103.871591 13.461959)													https://en.wikipedia.org/wiki/Preah_Khan
836807559	http://www.wikidata.org/entity/Q22939373	Montjoie Roman column		Point(0.281487 43.700766)													
836839127	http://www.wikidata.org/entity/Q29223	Theban Necropolis	area in Egypt, west of the Nile near Thebes	Point(32.6 25.733333333)			347341										https://en.wikipedia.org/wiki/Theban_Necropolis
836839127	http://www.wikidata.org/entity/Q29223	Theban Necropolis	area in Egypt, west of the Nile near Thebes	Point(32.61 25.720833333)			347341										https://en.wikipedia.org/wiki/Theban_Necropolis
836984433	http://www.wikidata.org/entity/Q55165670	Temple of Hercules at Lanuvium		Point(12.6973006 41.6737151)													
837	http://www.wikidata.org/entity/Q51614	Anatolia	peninsula in Western Asia	Point(35.0 39.0)			323835		2043735		10272426						https://en.wikipedia.org/wiki/Anatolia
837078212	http://www.wikidata.org/entity/Q1144514	Curia Julia	curia in the ancient city of Rome, converted in the basilica of Sant'Adriano in Roman Forum	Point(12.485402777 41.892930555)			6269258						419125BCJu	43895	236942505		https://en.wikipedia.org/wiki/Curia_Julia
83724488	http://www.wikidata.org/entity/Q28969520	Tipaza amphitheatre	Roman amphitheatre in Tipaza, Algeria	Point(2.445 36.593)		24119										4135	
837295553	http://www.wikidata.org/entity/Q3517517	Temple of Ellesyia	ancient Egyptian rock-cut temple	Point(31.9627 22.6226)													https://en.wikipedia.org/wiki/Temple_of_Ellesyia
837320803	http://www.wikidata.org/entity/Q48746647	Fagutal	early name of the western part of that spur from the Esquiline plateau in Rome	Point(12.4951 41.8933)													
83747513	http://www.wikidata.org/entity/Q53637295	Podere Anna Roman villa	building in Rome, Italy	Point(12.564986 41.943623)												80432	
837713186	http://www.wikidata.org/entity/Q474998	Pula Arena	Roman amphitheatre in Pula, Croatia	Point(13.85 44.873)		20225				n2011078144					207958035	4142	https://en.wikipedia.org/wiki/Pula_Arena
837735181	http://www.wikidata.org/entity/Q1806561	Basilica of Saint-Pierre-aux-Nonnains	church located in Moselle, in France	Point(6.169446 49.115035)													https://en.wikipedia.org/wiki/Basilica_of_Saint-Pierre-aux-Nonnains
83811	http://www.wikidata.org/entity/Q2308972	Ancalites	Iron Age British tribe														https://en.wikipedia.org/wiki/Ancalites
83819	http://www.wikidata.org/entity/Q856706	Bibroci	Tribe of British archaea	Point(33.551246 38.846032)													https://en.wikipedia.org/wiki/Bibroci
83827	http://www.wikidata.org/entity/Q1098936	Clausentum	town in the Roman province of Britannia	Point(-1.3834 50.918)													https://en.wikipedia.org/wiki/Clausentum
83827	http://www.wikidata.org/entity/Q642227	Wickham	village in Wickham and Knowle, Winchester, Hampshire, England	Point(-1.19 50.9)		23721	2633975			n88160587			509000UCla		123261284		https://en.wikipedia.org/wiki/Wickham,_Hampshire
838349787	http://www.wikidata.org/entity/Q3663171	Catacomb of Pontian	catacomb in Rome, Italy	Point(12.463049 41.877506)											243880000		https://en.wikipedia.org/wiki/Catacomb_of_Pontian
838392060	http://www.wikidata.org/entity/Q31053052	Sharpenhoe Clappers	hillfort in Central Bedfordshire	Point(-0.44927 51.96001)													
838441539	http://www.wikidata.org/entity/Q5864106	Roman Forum of Clunia Sulpicia		Point(-3.368941666 41.782772222)													
83868	http://www.wikidata.org/entity/Q775861	Moridunum	Roman settlement at what is now Axminster in England	Point(-2.99833 50.7719)		23133								18986			https://en.wikipedia.org/wiki/Moridunum_(Axminster)
83875	http://www.wikidata.org/entity/Q3046077	River Parrett	river in the United Kingdom	Point(-3.00861 51.2292)			2640597								315150077		https://en.wikipedia.org/wiki/River_Parrett
83883	http://www.wikidata.org/entity/Q105556004	Sitomagus	Roman British town of an uncertain location in what is now East Anglia											18976			https://en.wikipedia.org/wiki/Sitomagus
839097640	http://www.wikidata.org/entity/Q113112632	Tomba Lattanzi, Norchia	Etruscan tomb at Norchia	Point(11.943529903 42.342959732)													
839719167	http://www.wikidata.org/entity/Q60845848	Via Triumphalis	one of the most important roads on the ager Vaticanus at the foot of the Vatican Hill in Rome.	Point(12.4558767 41.9056115)										43141			
841214211	http://www.wikidata.org/entity/Q2039702	Nausharo	archaeological site in Pakistan	Point(67.588 29.365)													https://en.wikipedia.org/wiki/Nausharo
841476129	http://www.wikidata.org/entity/Q24204688	Square peristyle	building in the Agora of Athens	Point(23.72388889 37.97555556)									380237BSqp				https://en.wikipedia.org/wiki/Square_Peristyle
842000735	http://www.wikidata.org/entity/Q2559322	Altyndepe	archaeological site in Turkmenistan	Point(60.432375 36.85791667)											122145857835923021170		https://en.wikipedia.org/wiki/Altyndepe
842094502	http://www.wikidata.org/entity/Q97173081	Penteskoufia	archaeological site near Ancient Corinth, Greece	Point(22.8571672 37.8838321)						sh2020000810					1703159764079008170002		
842094503	http://www.wikidata.org/entity/Q103189134	Pen Llystyn (Samian Ware Discovery Site)	Pen Llystyn as Samian Ware discovery site	Point(-4.2697 52.9837)													
842400634	http://www.wikidata.org/entity/Q128828788	House of the wounded animals		Point(13.3637494 45.7777624)													
842845453	http://www.wikidata.org/entity/Q5055239	Cawthorne Camp	archaeological site in Cropton, Ryedale, England, UK	Point(-0.796771 54.3002)		25457											https://en.wikipedia.org/wiki/Cawthorne_Camp
844139526	http://www.wikidata.org/entity/Q108355868	Palmyra Agora	marketplace of Palmyra	Point(38.267151 34.550502)					2331878								
844452963	http://www.wikidata.org/entity/Q127607	Almonacid de la Cuba Dam	gravity dam	Point(-0.788190636 41.274832746)													https://en.wikipedia.org/wiki/Almonacid_de_la_Cuba_Dam
844790836	http://www.wikidata.org/entity/Q1626917	Q1626917	archaeological site	Point(-7.91638889 38.23341667)		40140											
844790836	http://www.wikidata.org/entity/Q16496955	Roman dam of Nossa Senhora da Represa		Point(-7.91609621 38.233421325)													
844852	http://www.wikidata.org/entity/Q65073096	Aegialus	former coastal town in ancient Paphlagonia	Point(33.002438 41.891894)							8195139						https://en.wikipedia.org/wiki/Aegialus
844853	http://www.wikidata.org/entity/Q65047065	Aiginetes	town of ancient Paphlagonia	Point(34.044074 41.979567)													https://en.wikipedia.org/wiki/Aiginetes
844856	http://www.wikidata.org/entity/Q455458	Amasra	town and district in Bartın Province, Turkey	Point(32.386388888 41.746388888)		21253	752016			n88291936	9688192		417324UAma		159559564		https://en.wikipedia.org/wiki/Amasra
844860	http://www.wikidata.org/entity/Q64821739	Anticinolis	ancient city in Turkey	Point(34.173004 41.954756)		27458											https://en.wikipedia.org/wiki/Anticinolis
844863	http://www.wikidata.org/entity/Q85742526	Apsoda	town of ancient Bithynia	Point(30.745892 40.214551)													https://en.wikipedia.org/wiki/Apsoda
844873	http://www.wikidata.org/entity/Q85745034	Balgatia	town of ancient Bithynia	Point(31.612625 40.151738)													https://en.wikipedia.org/wiki/Balgatia
844877	http://www.wikidata.org/entity/Q3572165	Filyos River	river in Turkey, in antiquity the Billaeus	Point(32.08718056 41.4245)			737710										https://en.wikipedia.org/wiki/Filyos_River
844879	http://www.wikidata.org/entity/Q65088749	Bithynium	ancient city in the interior of Bithynia, in modern-day Bolu, Turkey	Point(31.611561 40.739479)									407316UBit				https://en.wikipedia.org/wiki/Bithynium
844884	http://www.wikidata.org/entity/Q85748204	Bonita	town of ancient Paphlagonia	Point(33.125022 41.48741)													https://en.wikipedia.org/wiki/Bonita_(Paphlagonia)
844886	http://www.wikidata.org/entity/Q85750845	Carus Vicus	town of ancient Bithynia	Point(32.204175 40.482434)													https://en.wikipedia.org/wiki/Carus_Vicus
844891	http://www.wikidata.org/entity/Q65050985	Cenon Gallicanon	town in ancient Bithynia	Point(30.73047 40.421295)													https://en.wikipedia.org/wiki/Cenon_Gallicanon
844901	http://www.wikidata.org/entity/Q85755497	Dadastana	inland town of Ancient Bithynia	Point(31.109549 40.195974)		23508							402311UDad				https://en.wikipedia.org/wiki/Dadastana
844902	http://www.wikidata.org/entity/Q85755502	Dadokome	town of ancient Bithynia	Point(31.9008345 40.7752785)													https://en.wikipedia.org/wiki/Dadokome
844907	http://www.wikidata.org/entity/Q65046689	Dia	port city of ancient Bithynia	Point(31.123807 41.087499)													https://en.wikipedia.org/wiki/Dia_(Bithynia)
844913	http://www.wikidata.org/entity/Q59653671	Elaeus (Bithynia)	trading place on the coast of Bithynia	Point(31.297325 41.115693)													https://en.wikipedia.org/wiki/Elaeus_(Bithynia)
844916	http://www.wikidata.org/entity/Q85759271	Endeira	town in the borderlands between ancient Bithynia and Paphlagonia	Point(32.6385675 40.9676475)													https://en.wikipedia.org/wiki/Endeira
844918	http://www.wikidata.org/entity/Q65073095	Erythini	former coastal town in ancient Paphlagonia	Point(32.484075 41.779469)							9688196						https://en.wikipedia.org/wiki/Erythini
844926	http://www.wikidata.org/entity/Q16332123	Gangra	ancient city of Paphlagonia	Point(33.6172 40.603)									406336UGan				
844944	http://www.wikidata.org/entity/Q302511	Heraclea Pontica	ancient city on the coast of Bithynia	Point(31.414722222 41.284722222)		21254	747471			n91103547	8253994	heracleia_pontica_city	413314PHer		144386318		https://en.wikipedia.org/wiki/Heraclea_Pontica
844950	http://www.wikidata.org/entity/Q65040488	Hypius	river	Point(31.057239538 40.87721348)													https://en.wikipedia.org/wiki/Hypius
844957	http://www.wikidata.org/entity/Q144629	Sangarius Bridge	Late Roman (562) bridge in Serdivan, Sakarya, Turkey	Point(30.37276 40.73736)		23440		7686116						41369			https://en.wikipedia.org/wiki/Sangarius_Bridge
844959	http://www.wikidata.org/entity/Q1301195	Hadrianopolis in Paphlagonia	ancient Roman city in Paphlagonia	Point(32.49133333 40.92577778)													https://en.wikipedia.org/wiki/Hadrianopolis_in_Paphlagonia
844961	http://www.wikidata.org/entity/Q65046705	Cales	ancient emporium on the Black Sea	Point(31.387409 41.18195)													https://en.wikipedia.org/wiki/Cales_(Bithynia)
844962	http://www.wikidata.org/entity/Q65040487	Cales	river of ancient Bithynia, probably the modern Alapli cayi	Point(31.381992 41.178489)													https://en.wikipedia.org/wiki/Cales_(river)
844970	http://www.wikidata.org/entity/Q17624165	Carambis	ancient Greek city of ancient Paphlagonia	Point(33.344704 42.019566)		27495							420334UKar	42076			https://en.wikipedia.org/wiki/Carambis
844973	http://www.wikidata.org/entity/Q85773714	Karza	town in the borderlands between ancient Bithynia and Paphlagonia	Point(32.524451 40.996009)													https://en.wikipedia.org/wiki/Karza
844975	http://www.wikidata.org/entity/Q85773754	Katapaspanas	Town in ancient Bithynia	Point(30.603109 40.238261)													https://en.wikipedia.org/wiki/Katapaspanas
844978	http://www.wikidata.org/entity/Q65046703	Kelesa	ancient town on the Black Sea known from inscriptions	Point(31.215037 41.099999)													https://en.wikipedia.org/wiki/Kelesa
844982	http://www.wikidata.org/entity/Q85752462	Cimiata	ancient town	Point(33.67864 40.994204)													https://en.wikipedia.org/wiki/Cimiata
844983	http://www.wikidata.org/entity/Q85774419	Kimista	town in the borderlands between ancient Bithynia and Paphlagonia	Point(32.585455 40.98429)													https://en.wikipedia.org/wiki/Kimista
844984	http://www.wikidata.org/entity/Q17625252	Cinolis	Greek small port town on the coast of ancient Paphlagonia	Point(34.178403 41.961269)													https://en.wikipedia.org/wiki/Cinolis
844989	http://www.wikidata.org/entity/Q65089660	Colussa	Ancient Greek city	Point(34.27145 41.947448)													https://en.wikipedia.org/wiki/Colussa
844992	http://www.wikidata.org/entity/Q60793257	Crenides	town on the Pontic coast of Bithynia	Point(31.84095 41.49065)													https://en.wikipedia.org/wiki/Crenides_(Bithynia)
844994	http://www.wikidata.org/entity/Q60791676	Cromna	ancient city of Paphlagonia	Point(32.6709 41.8296)							9688194		418327UKro				https://en.wikipedia.org/wiki/Cromna_(Paphlagonia)
844997	http://www.wikidata.org/entity/Q5201382	Cytorus	ancient Greek city on the Black Sea	Point(32.85803 41.85942)		27515					9688191		419329UKyt				https://en.wikipedia.org/wiki/Cytorus
845	http://www.wikidata.org/entity/Q97	Atlantic Ocean	ocean between Europe, Africa and the Americas	Point(-30.0 0.0)			3373405	7014206		sh85009201					244281019		https://en.wikipedia.org/wiki/Atlantic_Ocean
845005	http://www.wikidata.org/entity/Q122955677	Lilaios	ancient creek port trading post on Black Sea west of Heracleia	Point(31.2148 41.096)													
845006	http://www.wikidata.org/entity/Q3124588	Gülüç Çayı	river in Turkey	Point(31.530749973 41.248875584)									412314WLyk				
845009	http://www.wikidata.org/entity/Q85783512	Malus	ancient town of Galatia	Point(33.34095 40.126533)													https://en.wikipedia.org/wiki/Malus_(Galatia)
