pleiades,item,itemLabel,chronique_ids,dare_ids,geonames_ids,gettytgn_ids,idaigaz_ids,loc_ids,manto_ids,nomisma_ids,topostext_ids,trismegistos_ids,viaf_ids,vici_ids,wikipedia_en
989429710,http://www.wikidata.org/entity/Q1133801,Uragh Stone Circle,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Uragh_Stone_Circle
403253,http://www.wikidata.org/entity/Q103189638,Pisa (Samian Ware Discovery Site),,,,,,,,,,,,,
678637578,http://www.wikidata.org/entity/Q1716909,Tell ‘Uqayr,,,,7032936,,,,,,,,21214,https://en.wikipedia.org/wiki/Tell_Uqair
138545,http://www.wikidata.org/entity/Q472900,Le Rozier,,,6615095,,,,,,,,245271874,,https://en.wikipedia.org/wiki/Le_Rozier
687951,http://www.wikidata.org/entity/Q848509,Lachish,,,"293363,294434",,,n80125469,,,,,134868769,,https://en.wikipedia.org/wiki/Tel_Lachish
373891,http://www.wikidata.org/entity/Q106418235,Sīdī Muḩammad al Ḩumrī,,,82015,,,,,,,,,,
550404,http://www.wikidata.org/entity/Q404200,Aigai,,21428,,,,,,,388273PAig,74,,,https://en.wikipedia.org/wiki/Aigai_(Aeolis)
903082074,http://www.wikidata.org/entity/Q10149,Ancient theatre of Vienne,,20208,,,,,,,,,,,
108940,http://www.wikidata.org/entity/Q2154139,Ringwall Dünsberg,,,,,,,,,,,,45865,
197481,http://www.wikidata.org/entity/Q21452376,Sabatinca,,,,,,,,,,,,,
18271457,http://www.wikidata.org/entity/Q549998,Via Salaria,,,3168691,,,,,,,30635,4146153031005251747,,https://en.wikipedia.org/wiki/Via_Salaria
638812,http://www.wikidata.org/entity/Q1779768,Comama,,21554,,,,,,,373303UKom,16443,,60033,https://en.wikipedia.org/wiki/Comama
416797,http://www.wikidata.org/entity/Q124156614,Crinivolum,,,,,,,,,,,,,
252944,http://www.wikidata.org/entity/Q109789822,Ekualakos,,,,,,,,ekualakos,,,,,
364279264,http://www.wikidata.org/entity/Q223665,Angkor Thom,,,1831949,7004075,,,,,,,255575553,,https://en.wikipedia.org/wiki/Angkor_Thom
722890934,http://www.wikidata.org/entity/Q911564,Santa Lucia in Selci,,,,,,,,,,,247837196,,https://en.wikipedia.org/wiki/Santa_Lucia_in_Selci
540685097,http://www.wikidata.org/entity/Q2844406,Roman amphitheatre of Catania,,23935,10282013,,,,,,,,7925155919335139730001,4217,https://en.wikipedia.org/wiki/Amphitheatre_of_Catania
452411,http://www.wikidata.org/entity/Q1018282,Buxentum,,16730,,,,,,,401155UPyx,14484,,38338,
919152219,http://www.wikidata.org/entity/Q100377477,Combley Roman villa,,,,,,,,,,,,,
98933,http://www.wikidata.org/entity/Q1046175,Castrum Carvo,,2114,,,,,,,,40432,,,
433002,http://www.wikidata.org/entity/Q55940,Pago Veiano,,26482,6537328,,,n2003035572,,,,,152642161,,https://en.wikipedia.org/wiki/Pago_Veiano
756647,http://www.wikidata.org/entity/Q378253,Speos Artemidos,,37318,347843,,,,,,,3203,,,https://en.wikipedia.org/wiki/Speos_Artemidos
697709,http://www.wikidata.org/entity/Q23883,Dead Sea,,,295347,,,,,,315355WAsp,,239922660,,https://en.wikipedia.org/wiki/Dead_Sea
573475,http://www.wikidata.org/entity/Q125936741,Pontinos mountain,,,,,,,,,376227LPon,,,,
326931720,http://www.wikidata.org/entity/Q116950451,"Wall0044 Baptistery, Christian house church",,,,,,,,,,,,,
89131,http://www.wikidata.org/entity/Q5018684,Calcaria,,23069,,,,,,,539000UCal,14723,,3841,https://en.wikipedia.org/wiki/Calcaria
376850631,http://www.wikidata.org/entity/Q3786835,Horti Maiani,,,,,,,,,,47760,,,
529700371,http://www.wikidata.org/entity/Q625149,Aurelian Walls,,,,,,,,,419125FWAu,,243576706,26096,https://en.wikipedia.org/wiki/Aurelian_Walls
363939,http://www.wikidata.org/entity/Q106130639,Bi’r al Manfūkhīyah,,,2215356,,,,,,,,,,
737096,http://www.wikidata.org/entity/Q121887137,Trojan Mountain,,,,,,,11310451,,,7725,,,
59852,http://www.wikidata.org/entity/Q132726,Yamuna,,,1252798,,,sh87001822,,,,,234734136,,https://en.wikipedia.org/wiki/Yamuna
383815,http://www.wikidata.org/entity/Q5990,Vercelli,,1521,6540116,,,n80040568,,,45384UVer,3313,123150932,,https://en.wikipedia.org/wiki/Vercelli
542461377,http://www.wikidata.org/entity/Q1720771,Temple of Montu in Tod,,,,,,,,,,,,,
648702,http://www.wikidata.org/entity/Q1425353,Mallus,,21249,,,,,10057190,,368355PMal,,,,https://en.wikipedia.org/wiki/Mallus_(Cilicia)
570290,http://www.wikidata.org/entity/Q26721041,Heraclea (Eleia),,27446,,,,,10268988,,377216PHer,,,,https://en.wikipedia.org/wiki/Heraclea_(Elis)
570301,http://www.wikidata.org/entity/Q11925666,Hypana,,24870,,,,,,hypana-achaean_league,375218UHyp,58945,,,https://en.wikipedia.org/wiki/Hypana
635795593,http://www.wikidata.org/entity/Q104585698,"Fortuna Huiusce Diei, Aedes",,,,,,,,,419125SFor,,,,
511161,http://www.wikidata.org/entity/Q65046369,Artanes,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Artanes_(Bithynia)
575328131,http://www.wikidata.org/entity/Q185461,Arameans,,,,,,,,,,,,,
112509596,http://www.wikidata.org/entity/Q817286,Beni Hasan,,"34320,37881",359243,,,no95031459,,,,414,"315134968,245387097,137503329",,https://en.wikipedia.org/wiki/Beni_Hasan
128408,http://www.wikidata.org/entity/Q262808,Hernals,,,2776486,1004647,,nr90008510,,,,,131788468,,https://en.wikipedia.org/wiki/Hernals
638885,http://www.wikidata.org/entity/Q1720985,Kadyanda,,21479,,,,,,,367292UKad,,,24445,https://en.wikipedia.org/wiki/Cadyanda
746701,http://www.wikidata.org/entity/Q81611,Gulf of Aqaba,,,235620,"7525633,1112340",,sh85006208,,,,,248499846,,https://en.wikipedia.org/wiki/Gulf_of_Aqaba
108751,http://www.wikidata.org/entity/Q23048,Colonia Claudia Ara Agrippinensium,,,,,,,,,509070UCol,3258,,,https://en.wikipedia.org/wiki/Colonia_Claudia_Ara_Agrippinensium
501351,http://www.wikidata.org/entity/Q41659637,Antisara,,32299,,,,,,,409244UAnt,,,,
668214,http://www.wikidata.org/entity/Q3285145,Batroun,,21518,280328,,,,,,342357UBot,3858,244777473,,https://en.wikipedia.org/wiki/Batroun
423064,http://www.wikidata.org/entity/Q1540920,Tomb of Caecilia Metella,,,8015043,,,,,,419125GCMe,,,,https://en.wikipedia.org/wiki/Tomb_of_Caecilia_Metella
926033983,http://www.wikidata.org/entity/Q2407072,Via Claudia Nova,,,,,,,,,,,243883781,,https://en.wikipedia.org/wiki/Via_Claudia_Nova
114795,http://www.wikidata.org/entity/Q3432953,Riobé,,19988,,,,,,,,,,,
383651,http://www.wikidata.org/entity/Q4012694,Forum Fulvii,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Forum_Fulvii
744872597,http://www.wikidata.org/entity/Q60746446,Tebessa Basilica,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tebessa_Basilica
118980,http://www.wikidata.org/entity/Q1022,Stuttgart,,,6690189,7004425,,n79110280,,stuttgart,,28026,286152140015811100006,,https://en.wikipedia.org/wiki/Stuttgart
89133,http://www.wikidata.org/entity/Q3651196,Camboglanna,,23094,,,,,,,,,,,https://en.wikipedia.org/wiki/Camboglanna
197482,http://www.wikidata.org/entity/Q103200389,Zalalövő (Samian Ware Discovery Site),,,,,,,,,,,,,
79741,http://www.wikidata.org/entity/Q1361580,Viroconium Cornoviorum,,20700,8224799,,,no98068595,,,527000UXVi,,125420191,,https://en.wikipedia.org/wiki/Viroconium_Cornoviorum
589659,http://www.wikidata.org/entity/Q56318973,Agios Andreas Siphnos,,,,,,,,,370247XAan,,,,
650320274,http://www.wikidata.org/entity/Q113540761,Royal Hypogeum of Qatna,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Royal_Hypogeum_of_Qatna
599801,http://www.wikidata.org/entity/Q65066479,Mobolla,,29007,,,,,,,372284UMob,51690,,,https://en.wikipedia.org/wiki/Mobolla
501363,http://www.wikidata.org/entity/Q17621725,Assa (Chalcidice),,32303,,,,,,,404238PAss,12051,,,https://en.wikipedia.org/wiki/Assa_(Chalcidice)
353133531,http://www.wikidata.org/entity/Q677659,Maison Carrée,,,,,,,,,,,149539244,7858,https://en.wikipedia.org/wiki/Maison_carr%C3%A9e
543884,http://www.wikidata.org/entity/Q60791109,Thermodon,,,,,,,10833984,,384234WThe,,,,https://en.wikipedia.org/wiki/Thermodon_(Boeotia)
599888,http://www.wikidata.org/entity/Q6090071,Physcus,,29034,,,,,,,369283UPhy,,,,
599489,http://www.wikidata.org/entity/Q482135,Amyzon,,24875,,,,,,,376277UAmy,,242307500,,https://en.wikipedia.org/wiki/Amyzon_(city)
295310,http://www.wikidata.org/entity/Q3301866,Royal Mausoleum of Mauretania,,,,,,,,,,,300616945,,https://en.wikipedia.org/wiki/Royal_Mausoleum_of_Mauretania
197405,http://www.wikidata.org/entity/Q923561,Nesactium,,17972,3188393,,,,,,,,316732319,,https://en.wikipedia.org/wiki/Nesactium
326931718,http://www.wikidata.org/entity/Q116950449,"Wall0042, Baptistery, Christian house church",,,,,,,,,,,,,
520984,http://www.wikidata.org/entity/Q6601541,Kuruçeşme,,31456,,,,,,,,,,,https://en.wikipedia.org/wiki/Kuru%C3%A7e%C5%9Fme
118879,http://www.wikidata.org/entity/Q16582691,"Nosocice (Głogów, Polsko : archeologická lokalita)",,,,,,,,,,,,,
207493,http://www.wikidata.org/entity/Q3104718,Temska,,,785098,,,,,,,,60148570498324310805,,https://en.wikipedia.org/wiki/Temska
683591497,http://www.wikidata.org/entity/Q18915139,Fatimid Cemetery in Aswan,,,,,,,,,,,,,
579933,http://www.wikidata.org/entity/Q12877385,Eupyridai,,31127,,,,,,,381237DEup,,,,https://en.wikipedia.org/wiki/Eupyridae
531152,http://www.wikidata.org/entity/Q113511401,Xylokastro,,34614,,,,,,,386209FXyl,,,,
728181788,http://www.wikidata.org/entity/Q31105689,Woden Law,,,,,,,,,,,,,
432716,http://www.wikidata.org/entity/Q290097,Baia,,22558,3182488,,,,,,408141PBai,,145405141,,https://en.wikipedia.org/wiki/Baiae
722219503,http://www.wikidata.org/entity/Q30897986,Ponte Cardona,,,,,,,,,,,,,
462491,http://www.wikidata.org/entity/Q952123,Sicani,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Sicani
502723225,http://www.wikidata.org/entity/Q110442530,New Bouleuterion,,,,,,,,,,,,,https://en.wikipedia.org/wiki/New_Bouleuterion
523982,http://www.wikidata.org/entity/Q65051584,Sykai,,31512,,,,,,,410290USyk,,,,https://en.wikipedia.org/wiki/Sykai
128360,http://www.wikidata.org/entity/Q520872,Beluša,,,3061130,,,,,,,,245816543,,https://en.wikipedia.org/wiki/Belu%C5%A1a
543882,http://www.wikidata.org/entity/Q16637978,Thaumacia,,,,,,,9720442,,392233UTha,,,,https://en.wikipedia.org/wiki/Thaumacia
573396,http://www.wikidata.org/entity/Q29652920,Onceium,,,,,,,10214325,,,,,,https://en.wikipedia.org/wiki/Onceium
118591,http://www.wikidata.org/entity/Q14835,Bautzen,,,6550794,,,n50012466,,,,,157073168,,https://en.wikipedia.org/wiki/Bautzen
550491,http://www.wikidata.org/entity/Q1737602,Caicus,,,,,,,9878416,,389270WKai,,,,
197556,http://www.wikidata.org/entity/Q174715,Transaquincum,,16089,,,,,,,,,,,
265945,http://www.wikidata.org/entity/Q97626000,El Laderón,,,,,,,,,,,,,
383755,http://www.wikidata.org/entity/Q13360,Reggio Emilia,,5323,6542002,7005020,,n79039627,,,447106UReg,,"242133821,124387889",,https://en.wikipedia.org/wiki/Reggio_Emilia
246382,http://www.wikidata.org/entity/Q1229367,Empúries,,39487,3130127,,,,,,421031PEmp,,316401639,,https://en.wikipedia.org/wiki/Emp%C3%BAries
256220,http://www.wikidata.org/entity/Q66764237,Egitania,,16868,,,,,,,400000UXIg,25770,,,
570703,http://www.wikidata.org/entity/Q849911,Cape Matapan,,"41220,22614",253065,,,,,,364225LTai,11829,,,https://en.wikipedia.org/wiki/Cape_Matapan
236466,http://www.wikidata.org/entity/Q66815298,Estação arqueológica do Alto da Fonte do Milho,,,,,,,,,,,,,
79429,http://www.wikidata.org/entity/Q31070182,Drumanagh,,,,,,,,,,,,,
132276185,http://www.wikidata.org/entity/Q27686986,Casa della Caccia Antica,,,,,,,,,,,236989168,,
629082,http://www.wikidata.org/entity/Q85801438,Skandos,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Skandos
139153222,http://www.wikidata.org/entity/Q29675362,"Studenberg, Celtic oppidum",,,,,,,,,,,,,
442843,http://www.wikidata.org/entity/Q56598700,Serra di Vaglio,,,,,,,,,,33086,249094772,,
579983,http://www.wikidata.org/entity/Q13422951,Kolonai,,,,,,,,,382239DKol,,,,https://en.wikipedia.org/wiki/Colonae_(Antiochis)
573436,http://www.wikidata.org/entity/Q60791839,Penteleion,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Penteleium
913465646,http://www.wikidata.org/entity/Q2736549,Sweet Track,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Sweet_Track
664572981,http://www.wikidata.org/entity/Q3731346,Q3731346,,,,,,,,,,,,,
609335,http://www.wikidata.org/entity/Q85744717,Babdalai,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Babdalai
914118846,http://www.wikidata.org/entity/Q1329616,Tigris tunnel,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tigris_tunnel
200345143,http://www.wikidata.org/entity/Q85836640,Triconch Palace at Butrint,,,,,,sh2011003641,,,,,,,
373816,http://www.wikidata.org/entity/Q106417749,Gasr Zeitun,,,,,,,,,,,,,
35638987,http://www.wikidata.org/entity/Q94626879,Polyandrion of the Thespians,,,,,,,,,383232GThP,,,28378,
348176410,http://www.wikidata.org/entity/Q2844420,Roman amphitheatre of Saintes,,20181,,,,,,,,,,4180,
422885,http://www.wikidata.org/entity/Q3663109,Castra Albana,,,,,,,,,,,59145424471186830116,,https://en.wikipedia.org/wiki/Castra_Albana
648623,http://www.wikidata.org/entity/Q157816,Olba,,21492,,,,,,,,,256423507,,https://en.wikipedia.org/wiki/Olba_(ancient_city)
609501,http://www.wikidata.org/entity/Q169974,Akşehir,,21530,324490,,,n80056733,,,384314UPhi,,144243169,,https://en.wikipedia.org/wiki/Ak%C5%9Fehir
721060792,http://www.wikidata.org/entity/Q58840794,Auditorium site,,,,,,,,,,,,,
29691,http://www.wikidata.org/entity/Q240719,Qeshm Island,,,119373,,,sh2003009380,,,,,315142414,,https://en.wikipedia.org/wiki/Qeshm_Island
289697636,http://www.wikidata.org/entity/Q3346891,Necropoli delle Pianacce,,,,,,,,,,,,,
900336440,http://www.wikidata.org/entity/Q3621776,Arch of Drusus and Germanicus,,42231,,,,,,,,,,,
462140,http://www.wikidata.org/entity/Q1048842,Castello della Pietra,,,,,,,,,,,245922576,,
635557876,http://www.wikidata.org/entity/Q2527398,Tumulus of Avennes,,,,,,,,,,,,,
570379,http://www.wikidata.org/entity/Q5181876,Cranae,,43559,258889,,,,11288834,,368226IKra,,,,https://en.wikipedia.org/wiki/Cranae
236396,http://www.wikidata.org/entity/Q1982979,Portus Cale,,13696,2732544,,,,,,411000UCal,,,,https://en.wikipedia.org/wiki/Portus_Cale
573155,http://www.wikidata.org/entity/Q16538992,Bryseai,,,,,,,9718760,,,,,,https://en.wikipedia.org/wiki/Bryseae
874583,http://www.wikidata.org/entity/Q1434981,Mor Gabriel Monastery,,37082,,,,no2013092601,,,,47932,305207874,,https://en.wikipedia.org/wiki/Mor_Gabriel_Monastery
521295193,http://www.wikidata.org/entity/Q2872350,Altar of Athena Polias,,,,,,,,,380237SAA2,,,,https://en.wikipedia.org/wiki/Altar_of_Athena_Polias
182402266,http://www.wikidata.org/entity/Q3777043,Grotta dell’Uzzo,,,,,,,,,,,,,
177518,http://www.wikidata.org/entity/Q226167,Escolives-Sainte-Camille,,,6445858,,,,,,,,244712297,,https://en.wikipedia.org/wiki/Escolives-Sainte-Camille
587781815,http://www.wikidata.org/entity/Q3908121,Ponte di Annibale,,41890,,,,,,,,,,,
207376,http://www.wikidata.org/entity/Q1309702,Ratiaria,,10897,,,,,,,438229URat,,,,https://en.wikipedia.org/wiki/Ratiaria
550794,http://www.wikidata.org/entity/Q923929,Pactolus,,,9781499,,,,,,385281WPac,,,,https://en.wikipedia.org/wiki/Pactolus
640889631,http://www.wikidata.org/entity/Q955894,tunnel of Eupalinos,,,,,,,,,377269QEup,,78144647636692036127,,https://en.wikipedia.org/wiki/Tunnel_of_Eupalinos
413344,http://www.wikidata.org/entity/Q94978,Tolentino,,25256,6541069,,,n86123841,,,,32692,127928462,58402,https://en.wikipedia.org/wiki/Tolentino
795820,http://www.wikidata.org/entity/Q1657670,Ikhmindi,,,8347339,,,,,,,,,,
481926,http://www.wikidata.org/entity/Q13043481,"Nikaia, Illyria",,21418,,,,,,,409200PNik,,,,"https://en.wikipedia.org/wiki/Nikaia,_Illyria"
819299274,http://www.wikidata.org/entity/Q7505051,Shunet el Zebib,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Shunet_El_Zebib
786095,http://www.wikidata.org/entity/Q7267044,Qasr el Banat,,34485,350388,,,,,,,3653,,,https://en.wikipedia.org/wiki/Qasr_el_Banat
315070,http://www.wikidata.org/entity/Q113946428,Henchir Guergour,,28143,2467906,,,,,,,,,,
624280354,http://www.wikidata.org/entity/Q1143005,Cuccuru Nuraxi,,,,,,,,,,,,,
720628458,http://www.wikidata.org/entity/Q2067518,Tell el-Hesi,,,,,,,,,,,315130691,,https://en.wikipedia.org/wiki/Tell_el-Hesi
236560,http://www.wikidata.org/entity/Q43084972,Roman villa of Navatejera,,,,,,,,,,,,,
969121824,http://www.wikidata.org/entity/Q1679598,"Cathedral of St. James, Jerusalem",,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Cathedral_of_Saint_James,_Jerusalem"
414500,http://www.wikidata.org/entity/Q107741264,Roman bridge in Pogi,,,,,,,,,,41083,,58054,
573429,http://www.wikidata.org/entity/Q16623530,Pedasus,,,,,,,9910858,,370219UPed,,,,https://en.wikipedia.org/wiki/Pedasus_(Messenia)
197151,http://www.wikidata.org/entity/Q784432,Autariatae,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Autariatae
438670,http://www.wikidata.org/entity/Q369581,Allia,,,,,,,,,420125WAli,,,,https://en.wikipedia.org/wiki/Allia
456082,http://www.wikidata.org/entity/Q3825537,Lagaria,,30429,,,,,,,399166XAme,,,,https://en.wikipedia.org/wiki/Lagaria
781209675,http://www.wikidata.org/entity/Q101245946,"Villa Adriana, Pecile",,,,,,,,,,,,,
599637,http://www.wikidata.org/entity/Q19284957,Q19284957,,,,,,,,,378284UHar,,,,
207547,http://www.wikidata.org/entity/Q752946,Vidolm,,,662972,,,,,,,,,,
109205,http://www.wikidata.org/entity/Q103163482,Heddernheim (Samian Ware Discovery Site),,,,,,,,,,,,,
511446,http://www.wikidata.org/entity/Q6047559,Kefken Island,,41097,743557,,,,,,412303IThy,,,,https://en.wikipedia.org/wiki/Kefken_Island
236519,http://www.wikidata.org/entity/Q2469614,Limici,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Limici
776189,http://www.wikidata.org/entity/Q3814386,Kellis,,21096,,,,,,,,2762,,,https://en.wikipedia.org/wiki/Kellis
107133089,http://www.wikidata.org/entity/Q107372650,Iuppiter Arborator,,,,,,,,,,,,,
157924,http://www.wikidata.org/entity/Q4012300,Villa romana della Foce,,18015,,,,,,,,,,,
45016677,http://www.wikidata.org/entity/Q2829327,Qaryat al-Faw,,,,,,,,,,,241583852,,https://en.wikipedia.org/wiki/Qaryat_al-Faw
491636,http://www.wikidata.org/entity/Q1076591,Mount Chortiatis,,43703,735705,,,,,,408233LKis,,,,https://en.wikipedia.org/wiki/Mount_Chortiatis
236528,http://www.wikidata.org/entity/Q837549,Lusitanians,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lusitanians
207570,http://www.wikidata.org/entity/Q911241,Vushtrri,,,784097,,,n2004114882,,,,,156144436,,https://en.wikipedia.org/wiki/Vushtrri
974428346,http://www.wikidata.org/entity/Q3992602,Q3992602,,,,,,,,,,,,,
1001901,http://www.wikidata.org/entity/Q1156891,Dacia Ripensis,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Dacia_Ripensis
35475912,http://www.wikidata.org/entity/Q649262,Arzawa,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arzawa
167652,http://www.wikidata.org/entity/Q187834,Saône,,43921,2976083,,,,11299763,,458048WAra,,197148570691924311961,,https://en.wikipedia.org/wiki/Sa%C3%B4ne
570336,http://www.wikidata.org/entity/Q13554032,Karystos,,22781,,,,,9718704,,380244PKar,,,,https://en.wikipedia.org/wiki/Carystus
79413,http://www.wikidata.org/entity/Q17661980,"A major Roman villa, an Anglo-Saxon settlement and prehistoric remains 600m SSE of Darenth Court Farm",,,,,,,,,,,,,
570750,http://www.wikidata.org/entity/Q16331632,Tricoloni,,31092,,,,,10137156,,375222UTri,,,,https://en.wikipedia.org/wiki/Tricoloni
206927,http://www.wikidata.org/entity/Q174665,Alba Iulia,,21776,8299636,,,n80131891,,,461236UApu,,155941418,,https://en.wikipedia.org/wiki/Alba_Iulia
981537,http://www.wikidata.org/entity/Q26897,Gallia Narbonensis,,,8299477,7030317,,n88189419,,,,19860,144357701,,https://en.wikipedia.org/wiki/Gallia_Narbonensis
197533,http://www.wikidata.org/entity/Q688726,Trieben,,10745,7872453,,,,,,,41139,139050064,1921,https://en.wikipedia.org/wiki/Trieben
550804,http://www.wikidata.org/entity/Q17624564,Parthenium,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Parthenium_(Mysia)
471979,http://www.wikidata.org/entity/Q677175,Nora,,22707,8199395,,,,10272322,,390090UNor,,312596534,,"https://en.wikipedia.org/wiki/Nora,_Italy"
380281017,http://www.wikidata.org/entity/Q1229845,Vicus Tuscus,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Vicus_Tuscus
589791,http://www.wikidata.org/entity/Q65081758,Gaurium,,,,,,,,,379247UGau,,,,https://en.wikipedia.org/wiki/Gaurium
262385625,http://www.wikidata.org/entity/Q28978025,Falerio Picenus amphitheatre,,24593,,,,,,,,,,4223,
573515,http://www.wikidata.org/entity/Q7534977,Skias,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Scias
309231037,http://www.wikidata.org/entity/Q61750213,Drumlanrig Roman Fort,,,,,,,,,,,,,
498317289,http://www.wikidata.org/entity/Q1091047,Chûn Castle,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ch%C3%BBn_Castle
413083,http://www.wikidata.org/entity/Q3861976,Monte San Vicino,,41794,3167211,,,,,,,,,,https://en.wikipedia.org/wiki/Monte_San_Vicino
252940,http://www.wikidata.org/entity/Q109689923,Bentian,,,,,,,,bentian,,,,,
530809,http://www.wikidata.org/entity/Q4748292,Amphilochian Argos,,,,5004267,,,9613865,,389212PArg,37623,,,https://en.wikipedia.org/wiki/Amphilochian_Argos
108996,http://www.wikidata.org/entity/Q2570658,Frisiavones,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Frisiavones
579923,http://www.wikidata.org/entity/Q12877266,Erasinos,,,262633,,,,,,379240WEra,,,,
590010,http://www.wikidata.org/entity/Q38282165,Acropolis of Poseidion Karpathou,,,,,,,,,355272HPot,,,,
903045,http://www.wikidata.org/entity/Q40758,Damavand,,,138041,,,,,,,,242600394,,https://en.wikipedia.org/wiki/Mount_Damavand
599480,http://www.wikidata.org/entity/Q1848789,Alinda,,21192,,,,,,,376278UAli,,185145542727696642495,,https://en.wikipedia.org/wiki/Alinda
678146,http://www.wikidata.org/entity/Q1493165,Gamla,,22171,,,,,,,329357UGam,,316601457,,https://en.wikipedia.org/wiki/Gamla
674250,http://www.wikidata.org/entity/Q184864,Megara,,,257365,,,n80146170,,,,,151273288,,https://en.wikipedia.org/wiki/Megara
